"Monocytes C"	"NK"	"T CD8 Memory"	"T CD4 Naive"	"T CD8 Naive"	"B Naive"	"T CD4 Memory"	"MAIT"	"T gd Vd2"	"Neutrophils LD"	"T gd non-Vd2"	"Basophils LD"	"Monocytes NC+I"	"B Memory"	"mDCs"	"pDCs"	"Plasmablasts"
"CYP27A1"	119.45350342132	0.0212553467483915	0	0	0	1.62106921406733	0.0175871062924323	0	0	28.7164634211937	0	0	6.90879992738532	1.49399316652164	8.43731331270843	0	3.93783369135695
"IL31RA"	4.5732488703324	0.0367853956498564	0.00468832014423174	0.038691624319501	0.0491395674703677	0	0.0447226148676942	0.0132731955222955	0	0.056093645673569	0.0533037509243028	0.065006204069236	0.618210089663975	0.024955565607407	0.355448181065794	0.027783197955091	0
"ASGR2"	112.332863314337	0	0.0410531672446595	0.0557784608757362	0	2.02987970893479	0.0152609939175617	0	0.152088912468783	0	0	0.160708721041249	8.9990025715258	1.70776516387502	253.372228792518	0.183171415616727	3.66607805093509
"HPSE"	125.599090750014	2.31929127657239	3.28896545243989	4.22118302358354	2.4257150496382	5.12127153411421	6.59513099794335	3.31252621522048	1.80222605235329	16.9443192359576	3.44064828744444	0.431150534910121	16.8754150061458	2.97060705321268	30.3028790120734	0.964821633295762	17.5977554745048
"RP11-362F19.3"	51.5986334529335	0	0	0	0	1.56189148798321	0	0	0	0	0	0	12.0955747597095	0.634338466567826	10.1862038303036	0	0
"RPL7AP64"	44.5517978070461	0	0	0	0	1.5532813256334	0	0	0	0	0	0	4.06590558465948	0.565613340716366	66.288178588598	0	1.06136903141291
"RP11-362F19.2"	7.95376894702301	0.0837614561693568	0.0117016080615892	0.0505463522451993	0	0.541052730741304	0.0846460453628444	0	0.0831957944640951	0.0211929845363797	0.0851896147763088	0.0374635232444639	2.44453117700106	0.0682958191478938	1.69121976139572	0.139374547674589	0.586039287776372
"CDC42EP1"	26.4076968195737	0.576181780373065	0.149007053449582	0.145543956824331	0	0.999245907567143	0.154844876847298	0.167324796541101	0.100407437112565	0.174050576692139	0.123256233893997	0.515824174008227	2.25565348038694	0.758052736762401	30.8009090410117	0.560536973236532	0.593854386648577
"STAB1"	125.527059343718	0.0732822414282889	0	0	0	2.41624219696701	0.00758006016865199	0.0915671929004751	0.0294338798771986	0.0262543384095713	0	0.660512890698539	21.3937267526737	2.32315848093616	109.804719609794	0	1.7522810623504
"TDRD6"	5.93682768216893	0	0	0	0.0035659413638427	0.0760417042610391	0	0	0	0	0	0	0.300432885565079	0.0498845864898089	1.79826513459546	0	0
"TMEM150B"	31.3467641358144	0.132724162788976	0.250498457210904	0.279053431339235	0.235324153238179	1.39462927554815	0.282830630887895	0.197287886611301	0.252769814666405	0.392423732385881	0.407705987266786	2.50848606936639	5.31320468010255	1.32890664567604	9.22981110057559	0.483815242500518	1.4997642761893
"ASGR1"	38.097954026507	1.0576741268671	0.811987853178032	1.34962017672001	1.75316018400518	2.7797825642887	1.54287473179802	0.638040233849719	1.46187121936076	1.57792945090347	1.13635779061181	1.95036429285057	12.711384916576	1.90512065533723	37.7667808806771	0.961174161232502	3.64721767230167
"CLEC4D"	111.038589708945	0	0	0	0	2.28723262834175	0	0	0	34.8138610669115	0	2.84652358855352	3.57155353017277	2.49792151458904	10.2894200202814	0	1.97074945627334
"CD163"	472.464193344764	18.5870327871149	12.3156284251139	22.3557199195399	18.9524255120477	39.5154603108366	20.4794734515332	13.4921567222895	21.0309653260622	9.45514432556264	12.6271497131715	9.17780039102499	61.470074760681	25.2640118111191	853.81690706357	33.0505781279065	62.0821072957845
"RP11-1319K7.1"	43.601087075965	2.10238771694237	1.86425028359455	2.08885771591722	1.83093782017229	3.31151986143033	2.27954192487144	1.29175269788002	1.6372446314166	4.37725534225515	2.28731941414052	1.0320105459536	5.9756152465715	3.13993618180667	67.1905818498269	2.81614500508792	5.54142147704071
"MCEMP1"	140.421020025425	0	0.00740475564342084	0	0	3.52264640396759	0	0	0	44.0002270827951	0	1.23513974776818	6.03975254429873	5.11698282075333	39.9988290452723	0	5.23453348252447
"RP11-597D13.9"	61.4848438063874	0.0945786891625686	0.0489205085188259	0.117022368246102	0.089978969471237	1.74127953601334	0.104810781529416	0.0343223915865782	0.0450468689547449	0.119720891374899	0.0414920432651391	0.0674364353810837	23.091536883549	1.25875146934941	55.1973576606704	0.785876754289995	1.31686010045519
"LPAR1"	27.966896613767	0.460784925711555	0	0	0	1.34342399408951	0	0	0	1.4396485686964	0	0.0514292461280666	4.98065493193995	0.849174200998043	16.130689889032	0.969270477653956	0.982423783508657
"LGALS12"	34.9486674462859	0.112797192414489	0.0570534280225062	0	0.0456918094570125	1.05452287302754	0.0717245961024613	0.0228816631581193	0	1.72669475775115	0.0569434504891006	3.07659042629247	1.91912305983143	1.26327054224219	24.1678526464513	0	1.1158192786208
"FAM198B"	171.881333337152	0.216979399720477	0	0	0	4.48983156336795	0.00186833781644312	0	0	0.303339061135264	0	0.00954157309882315	71.8701035798994	3.7378721649569	90.508837576817	2.39496811324695	4.04237833829985
"AC011380.8"	41.4875473321076	0.525378416195188	0.58686239728025	0.494417505387288	0.587515017442968	1.83910831687338	1.29557496055977	0.0242848053387395	0	8.92973207926523	0.739634402058983	0.640304465314797	4.77427180888387	1.45201946473669	5.20408098309783	1.0124234332091	2.78147154078357
"RP11-497H16.7"	172.551522156651	4.80407710092418	1.90694307343708	2.42570236102468	2.87886409512416	7.73213257650792	4.44465473979782	2.14969027236039	2.70694020953363	32.9545353708678	2.63716166960571	3.50133980864666	30.1207687462428	8.08035489428164	386.329629977336	7.22817561259625	26.0067735163392
"RP11-848G14.5"	70.8473975863191	2.00608412493145	0.971222275110806	1.42302357227341	1.41306590281623	2.80022689461433	1.18263415496914	0.769477092099997	0.973216353156379	12.326430930848	1.08829782398753	0.938283002370558	11.1412632176733	2.52386859230592	119.558862778359	2.44246995351416	4.51395807425228
"SLC46A2"	170.588436579554	0.0774427005068351	0	0	0	3.02991383240187	0.00733058735487414	0	0.035103509681722	0.171771886597435	0	0.0376746437860955	93.689705887104	2.28826339361312	143.825824866176	0.167076574993557	2.38166720768802
"FOLR2"	56.8507117529484	0	0	0	0	2.0459504777525	0	0	0	0.104157799454525	0	0.116811237259407	16.8994013914656	1.88395185636346	51.0201702034127	0.430547933423121	4.90260335411719
"RP11-848G14.2"	108.755266404578	1.39347651927483	0.82216449965668	0.624026815783226	1.92821605695037	4.53879944513427	2.23887800972685	1.00097008631947	0.412576753350619	18.6672572251419	1.20961630400939	1.44455016055014	15.9561187316651	3.48457961412567	216.332669218592	4.2169701890984	6.53306885766267
"VCAN"	2325.99875427024	1.33212313439733	0.0371637784761637	0.340318321828889	0.204879794857039	59.8123019690101	0.310335213153716	0.00425101616350462	0.244372812393769	0.880727271587817	0.141230924802167	5.4786324203007	188.656400619986	32.9173804599746	1770.66776974419	0.148260183911231	65.0605753786104
"RNASE4"	85.4035664880483	0.0867829291755822	0.824169773464493	0.0843813459631954	0.421672918589592	1.52421520957584	1.64723764045511	0.620551384590537	0.584625665402053	0.139468749503819	0.263670872673147	0.420928621129252	4.07089475160339	6.92470865609924	85.598788144793	10.8291371573857	47.053639516675
"LRP1"	130.354909984749	0.676435119966455	0.709921379302041	1.75501753814966	1.02871359504545	4.00669111708837	1.51282399053384	1.22346328829677	1.75260053501182	0.602660894633494	1.0255220537674	1.68159766575485	98.3749319082635	4.45949436881327	204.66222143223	2.68901786262799	5.19646252293275
"HOMER3"	25.3416960443962	0.349648077640656	0.197218486247219	0.291208928946106	0.321289021336029	0.676765856881485	0.690854540664529	0.201600643865379	0.7948070799224	1.78576820135918	0.182208384371444	0.235255522377564	5.90484223773038	4.78925730292674	12.1268811366281	0.324660555521442	28.320602800946
"RPH3A"	51.151883342174	1.02520143248643	1.21217474219221	0.753016202699225	0.743891427514239	4.81989820906232	1.4038751841977	0.599256940878625	0.865574891525208	3.71707367843794	0.438448298008247	0.814865439899759	37.1554719989147	2.78596965742197	13.4033337226109	2.35161401032641	3.2520459472759
"CCDC149"	18.6219116517703	0.136210564801028	0.116111672499102	0.19390871223913	0.100540842646734	0.684009423547731	0.155971445289839	0.0924023853337264	0.18347677730842	0.797090495581058	0.0981883528749194	0.0698269637065814	6.1733445077234	0.325859575685987	13.9366094401664	1.52566763921589	0.498674804787801
"ARHGEF10L"	97.7696399088745	0	0	0	0	2.62549046354346	0.00887335700437462	0	0	0.0119994977585514	0	0.0405470671193403	58.0719493125832	2.32039834313002	167.33408548792	0.0210508448015892	7.90967266433785
"RP11-356N1.2"	40.1657093220224	0.234664118154071	0.205098627011452	0.307945264880033	0.197035820234179	6.82453390680021	0.242590618556096	0.207392421544503	0.365057716167001	1.1102168765215	0.101087725788843	0.302945601593568	2.95400907349166	3.65067886463914	38.291933587991	0.275065526808213	4.12131306238485
"TBC1D2"	99.7676047554996	5.31235322283277	4.46406081327342	4.64448710348903	2.38348416858008	4.21420819442349	8.79829717300673	2.39479508108548	4.54130525848388	8.96998619696523	5.28821059334048	5.33170398413029	60.838144484928	5.74240403222466	58.2426211082031	4.11223915553621	7.911814383547
"FBN2"	13.9913931136925	0	0	0	0	0.152423821095016	0.00307164808234094	0	0	0.222194439369563	0	0	7.07798246298614	0.393422910204591	8.34723610490491	0.221737996575267	0.0801671304001594
"CD93"	209.951747567648	4.1745853095395	0.396992544889853	0.0757527589415831	0.0787028539234535	7.03066028500169	0.838872946537037	0.304501800547484	0.0641500835712042	51.1040063526141	1.98778264192688	0.116744327365029	66.9908858780241	4.27003900135798	237.950591257676	4.72197243171353	4.01818333745617
"MGST1"	133.748564269148	1.76266796901205	0.79408782321764	1.91109231571497	1.41711110860751	5.73888679984079	1.68207475936721	1.23485491373954	1.19430205188383	0.849678725774203	1.16624292348896	9.05807553254985	13.9772791510418	4.40559446018137	190.663410942174	24.0765204047851	14.0405142564849
"RP11-67L14.1"	20.5814962633152	0	0.0303760554882576	0.0780372148937399	0.041742843084291	0.395716115041359	0.063509316998885	0.0100705457248049	0.0715831310659373	0.773954888302031	0.031441310521114	0	3.29913633995302	0.369946771613965	21.6570463377188	0.0199920510497674	0.0632894271303611
"SLC2A9"	101.142111732672	2.20723830809685	1.37882980089157	2.6773820488913	2.75323133657371	4.48308484167444	2.40439325549764	3.06821220752584	1.7846507050867	2.76521313307548	1.06800186749301	4.068444304271	14.0379049683516	3.0750067092865	292.085773391743	65.1188919756481	4.81196718443377
"SIGLEC15"	10.464146305396	1.13304875332301	0.629550623391224	0.988455550566182	0.882485712708093	1.01733805614752	1.2947394917277	0.624447745480758	1.00678584616874	1.01479166939643	0.686109225460279	0.918938190657267	2.16871949917773	1.37669484364315	10.4171491518348	1.64992665147708	2.46895197747051
"MYO7A"	13.4120397397037	0.333593148242718	0.224632885219247	0.510446275287957	0.372880203565756	0.565698836653164	0.758073548804575	0.145390171689791	0.361200759010929	0.396469413112651	0.277164790289093	0.180203784269929	3.36718698474213	0.373040837957357	1.51573785148999	0	1.19703376980043
"CTD-3014M21.1"	100.36928234574	4.64491664501429	3.00841216753164	2.83057666490714	1.47192558834195	6.29038433683583	3.11543564492603	5.02357360437805	7.0262646794821	0.316742651689308	5.67836416046959	3.37468952165444	22.6565795645771	4.58990193967945	54.0759388367681	10.0950731085032	38.3644370714979
"FCGR1CP"	26.1263804028332	0	0	0	0	1.70955285416662	0	0	0	9.45893352076192	0	0	4.69925089805995	0.41150508900986	13.8424121226994	0	0
"CPM"	91.5836311765158	5.679106284031	2.22883765003787	6.45927668241066	2.72095726508821	16.3831756261567	7.80074101523996	2.38335137832528	3.67393483901907	4.0968007284121	2.86647496334528	3.53581225125821	33.5300880678673	6.50488169119462	181.615744369723	7.4954083903335	13.5177890197616
"OSCAR"	209.605838264815	1.43563850718081	0.716463541487124	0.38091580444872	0.175189739597542	6.27768243080478	0.521137084817681	0.526382266732517	1.13940489891136	34.7223674020645	1.21972409303544	0.217848070853114	120.351513063854	4.91479125264036	290.961117019935	2.2831783456021	5.90462562560631
"CH17-373J23.1"	429.527420343745	3.83781014750686	3.73533083417996	5.39356670717276	4.57169135351628	14.833596180717	5.9254654083707	17.0478160331896	16.4324422231327	1.64057965533372	9.40322275077697	4.17945534016741	86.3050802474113	7.87516098827548	302.624879991133	28.6317519182898	154.456683532045
"NAIP"	271.610493345619	16.0681346406518	10.4427043516013	11.2533326515364	12.4347493928683	20.5570995229109	15.8375303300357	7.04568034779497	17.1701584142812	67.3041151511505	13.7533939221646	14.5452483964954	40.087244956278	21.5480392470061	511.875119090188	21.8733146587675	37.1042498843549
"SGMS2"	30.6551618817991	0.282990709080032	0.182263403400837	0	0.311054422249607	0.847786171042944	0.17339128271638	0	0	0.304742892654064	0.15404797258738	0.130348938226488	8.07237272162173	0.945361070978128	59.5667494057565	0.205706007870238	0.95047382806031
"CD14"	2719.7591238372	0.781577328688522	0.174004727973618	0.945028801146416	0.511676639643965	64.8152133327796	1.16195849546603	0.455697338649223	0.505972298731168	208.435828063033	0.404086173228361	0.667415369889977	223.445778975415	53.2605934507815	851.27336207708	0.666777772237833	81.9020416632776
"ANO5"	3.28608133532402	0	0	0	0	0.141141460691754	0	0	0	0	0	0.075235543022877	0.430896886365632	0.104260594987454	7.53645909718361	0.0237482700534995	0.277235622876279
"F13A1"	317.452468356754	0.776636107791971	0.00141933099462464	0	0	18.4027345475569	0.036815154547593	0	0.310722491064469	2.74010198062685	0.171928450087624	1.3029586441701	19.6914139170918	9.08877909674439	829.324190197825	54.5995701557985	10.6551473565601
"TCN2"	68.3518932421615	0.175807141688544	0.455789056312612	0.153355820718898	0	0.591273902132443	1.00389143434755	0.139621899617786	0	0.126758786794977	0	0	59.6661240997572	3.23384226417909	48.9489510350847	7.92677556676039	5.58235525827204
"TMEM176A"	47.9691548547561	0.331458954417103	0.185616900066585	0.421037315315647	0.0627239229396615	2.81222927678233	0.272191944426249	0.150875126919043	0.306005523113817	0.916184788440346	0.168998076324954	0.563461188167828	26.5576026209508	1.15095071178002	7.44326468961021	0.655733222140306	0.379044263137296
"RP11-903H12.5"	34.5599179180196	0	0.590161239399341	0	0	0.965168327899927	0.914213073956473	0	0	0	0	0	0.689072963895439	4.20423429595476	51.0014435691723	4.46089272183619	14.603509491395
"EREG"	315.885947060806	1.40703143478053	0.861336574072597	1.32380862647605	0.919563201209467	9.05665914591001	1.36537020560364	0.676433616119621	1.09774155556523	1.65945325689641	0.687427141901222	7.35514901589438	62.0601798547962	5.24926100087477	607.670492323585	1.17538237287466	13.4750265992889
"LINC00968"	18.8208315124438	0	0	0	0	0.284681794042004	0	0	0	0.855143152703728	0	0	10.081056756585	0.457499927705894	11.7652094908676	0.224071027956932	0
"RP11-162P23.2"	68.7820217171588	0	0	0	0	1.63259297648867	0.0231785469981751	0	0.1466053089741	0.00687246678434836	0	0.212115033710034	17.3750637908564	0.211706572448383	139.335410321467	30.8353839061662	0
"RIN2"	103.244988910331	0.168168520382436	0.104785715792988	0.136831965600132	0.096481663025275	2.55328602010776	0.141864571606203	0.0729563230761382	0.194381696416788	0.55558927848747	0.11873876144988	0.131284053171794	80.619660580213	2.95728461736312	136.012277941231	3.4206862456776	1.42817153047476
"TMEM176B"	201.040375646157	0.102282178434862	0.0356717610126764	0.132659978164557	0.0676533227749714	6.15690130220093	0.106638446982878	0.0361203446902349	0.0549598509468654	1.00237303072336	0	0.380694817680541	147.159390135205	4.32403575128128	37.39166375509	0.0885553416162208	6.50377355211663
"CD36"	1392.17188582839	2.12355591696106	0.283361533553817	0.345698109514576	0.317991924082774	33.5137019928522	0.501803227798674	0.285174644375857	0.266780812824038	1.5435486940343	0.202491880902443	0.414433148326009	172.189727427601	26.1496446991187	1391.48340135447	595.741827739712	49.1609654984313
"SHROOM1"	13.6825433783182	0.0770240790566317	0.0914541320327211	0.0989171674485737	0.0836168840307092	0.176822750389378	0.159948884507898	0.0521717951791677	0.177870163559804	0.196509370461059	0.108593202318003	0.470567008571488	3.29973215421049	0.609251353083074	3.19390292491762	0.0243490299247556	4.24450694903698
"SMARCD3"	51.8531857828691	2.11850132700167	2.82698459034171	5.15478371771321	6.24859778389017	1.98892549071539	4.57814873961362	4.62321916834039	2.13786691549441	4.63427005239105	1.11973966364285	2.05976421334865	13.0112775359293	2.35931369116422	54.8031485235218	6.95203690310306	8.79475093537535
"ATP2B1-AS1"	166.618366421864	1.98787637579892	1.5185409868683	1.45293377313162	0.941307903824766	7.8761425922894	3.11574878564093	2.09897625164191	2.38365979664653	15.9083063996991	1.25253855549082	6.68217293465783	115.460424188445	6.31774192370597	152.493122405431	0.705350249789318	10.8531597668164
"SIGLEC1"	55.7531644890212	0.469166836076783	0.000190979761766483	0	0	0.949780708034409	0	0	0	0.656180519994468	0	0	9.36004550264108	0.724264052878715	108.352939646318	7.31471098579232	0.367658526242279
"TMTC2"	25.8813491546591	0.291558472159334	0.628059971685246	1.54327657507118	0.418746936751129	1.39618012465382	1.71209760444165	2.07108072365925	1.17115857115027	0.650651044862444	0.371568269935841	0.710791552190456	11.105270748807	1.56639074973898	34.154267388146	0.366675190829415	8.60208403955145
"AP003774.6"	19.6228532666987	1.35902012153283	0.853058112152134	1.39286155987825	0.999326459365817	2.77092702321176	1.26166127940845	0.919641528292621	1.36478635100643	1.62857747450758	1.00166526925017	1.74990155434031	4.06818432308194	1.55791101572575	53.5390304709276	2.4925374150612	2.65895491057259
"ZMAT4"	0	31.4055061582007	0.0427631243413014	0.152051300945812	0.276560017930736	0.452554609964464	0.155407276280241	0	0.635656456692894	0	0.675111607015833	0.204048101513525	1.17298067501788	0.0840502567743982	1.89572121032468	0.212255441774649	1.16763517918303
"RNF165"	0.601333814632586	7.22770407565752	0.255159708999646	0.191610986496415	0.217394420549844	0.165131536829856	0.421705476969757	0.693006854684265	0.360385558146981	0.296269989786684	0.507620116795725	0.314497317542107	0.736384815899862	0.212054539767678	1.05724999535103	2.69958542017563	0.537924212745712
"COL13A1"	0	7.57504291655789	0	0	0	0	0	0	0.634797973595462	1.02762396707923	0	0	0	0	0	0	0
"LINGO2"	0	8.89258626656541	0.0891440266434124	0	0	0	0	0	0.34217509380856	0	1.47332645546154	0	0.423887098322023	0	0	0	0
"LGALS9B"	1.10285410425556	62.7621510875016	1.96664402243882	0	0	1.09304787298269	1.02641629205209	0.281223450969155	1.53667782257867	1.00203107355753	5.6053558420316	1.21225825374822	2.80130538717248	1.11160023239183	6.65623510656459	1.46527880824968	2.27514444575681
"KIR2DP1"	0	18.8980651538394	0.990859106745023	0	0	0	0.0191273037802489	0	2.05130493809928	0.0352973628076173	4.30898397635777	0	0.17317686685832	0.268787299699573	0	0	0
"KIR2DL1"	0	68.544748367358	5.17760106156482	0.257168591833336	0	0.846670206030487	0.173891851353902	0	6.59150414843309	0.419475137477248	17.1623440490723	0	2.14843505752614	0.35041943994896	0	0	0
"KIR2DL4"	0.990960762243478	37.6634687501677	2.46180610685754	0.0938502179178678	0.0548133248288662	0.451248739170744	0	0	1.37414052121442	0.751986134726044	6.24544099857787	0	6.83532280195677	0.0785823496258984	0	0	0
"LDB2"	0	14.7544466837922	0.0804880138979046	0	0	0	0	0	0.180669321223479	0	1.9929854166042	0	0	0	0	0	0
"SH2D1B"	0.766829086214186	461.663587402197	4.09899814153046	0	0.0225992473917947	3.94080613899452	0.0153517467414723	0.0458601030213208	0.0263276596253935	0.616086406172497	22.2701379299706	0.112190461511417	138.574337663444	3.39001491028517	3.45891088346607	0	6.11736483420289
"LGALS9C"	0.99840706165683	73.8742411850999	0.786951471251432	0	0	0.391305536666792	1.0926252346511	0.0157061863766032	1.43665866148645	13.3658464632917	2.28218028558405	2.17081295566973	4.30489365706419	0.451085264680397	1.4835751169242	0.0822423778431352	0
"BNC2"	0.230424853037314	17.3905149091966	2.98006980962103	0.219778957008195	0.114863245492148	0.3155097915821	0.20604624256685	0.155782665393942	0.0685728482754162	0.110681884181545	3.64397340165345	0.245205571013569	0.635723917748637	0.180279838364882	0.628120594654517	0.288807261738189	0.247974520622786
"ERBB2"	4.02420853144902	71.1002115735866	13.2634597208291	3.24094519190415	2.7476598443506	5.45936726196797	4.22338721481105	1.67464279050246	4.88075509117192	1.79034696885973	14.7769726550702	1.41279271212748	4.56965820441535	4.8196839147799	9.10085408108683	3.67233185351108	8.50060486760743
"FAT4"	0	2.21406674902536	0	0	0	0	0	0	0	0	0.0759334904174944	0	0.00782824140929902	0.00813811358657535	0	0	0
"NCAM1"	0.42168058985152	119.966942323504	15.8147992521005	0.437310867834299	0.113694098229193	0.286962989430845	2.3716830694512	7.05240242096725	5.30002761397324	0.270506804407774	27.0231601490793	0.0170890618048033	4.57676236967065	0.61842651015961	7.43736207148899	2.75057227260574	0.74588879205927
"ADAMTS1"	1.49955313269761	27.3622594648473	2.96537690618863	1.24414849596235	0.159652316843052	1.50177191815316	1.13290920097578	0.603245105889811	4.08582234267753	0.199812298869414	5.75394892519818	0.167043848738493	1.58878403350802	0.63488700114167	4.67493821378196	0.309040214069143	0.717721765729225
"NCR1"	1.02428086558436	123.957555915427	24.6885280779019	0.0383429121788468	0.0411543158327849	2.17970411419721	0.588068012810874	0.270576583043928	3.30107970412938	1.88227969905177	60.149888651842	0.167649391856309	3.8777340313326	0.867082751786012	0.178557579506824	0.0838440032900891	4.46551137874973
"SPTSSB"	0	47.7630293524303	0.0590242856183022	0	0	0.727559212899617	1.20222747082225	9.22480488843855	16.6698164584881	0	0	0	0.27848938284208	0	0	0	0
"GNAL"	1.90558815254904	13.5386971366865	3.25248682611979	0.965185133632023	0.913982470094752	1.23863626739279	1.38380735303494	0.62787079315127	2.14478689371234	1.64571506644152	4.24233408543699	0.612632052772682	2.19930531070529	1.43773472701705	6.02002084580789	1.05364662015207	1.99668831276078
"KIR2DL3"	0	156.190126784073	47.7971501727046	0.338951719300606	0.0380511863439436	0.672701228246591	0.510320845701494	0.0524661326908046	14.6794636146381	0.142838603304052	61.6062579748101	0	3.36288457503795	1.5516450698132	0	0	0
"KIR2DS4"	0	119.08139745547	23.7918435493917	0.277074645464679	0	1.36363646952237	0.362696056668546	0.0508327118807475	13.0663789081019	0.282121187164606	69.7693838126218	0	2.75280588771913	0.651735576274693	0	0	0.164480196333991
"ARVCF"	0.912443002220472	17.3340547233082	0.620502420962011	0.0833249900515298	0.54437720872887	0.739051537162718	0.438372582446103	0	0.0213588437720989	0	2.98622639454768	0	1.52064842505375	0.364910971276451	2.9077129775824	0	0.0517975529945928
"LINC00298"	0.119340353914819	10.067961002946	0.565208812281839	0.161199400767151	0.0911913974993493	0	0.310239256091883	1.16610777250166	2.12509753013255	0.072031501912444	1.0745038476604	1.21069943276702	0.840252714074832	0.074015818572687	3.85336443536549	0.0673308857628814	0.502924572108298
"KIR3DL1"	0.0619139066942708	200.876184653769	29.9270356606443	0.48401524349666	0	0.95066080102925	1.01106152875244	0.0875554693823437	47.6687494232064	0.187517846931769	127.498529823686	0	4.94739286350291	0.900951590091999	0.15997817077876	0.0466782493446116	0
"NMUR1"	0.736116198256541	65.5008911232482	19.0515616824201	0.729189558183361	0.198564360370788	1.16874408066055	2.524594276864	5.26110670158802	12.3463051750595	0.438641866746919	26.9800652703028	0.373334606667997	2.73104070919754	0.514598684792671	1.80097436780725	0.356933418088485	1.2581140927592
"RP11-20I20.4"	0.48759393648055	191.817889546992	31.7299524565067	0.593826349567174	0.246919523435216	3.01835640386097	5.09524109091754	3.16710403485042	19.0812132408777	0.223867874327048	18.6357322035976	0	4.69804535505783	1.57253811126462	0	10.9824130817528	2.09382637352382
"KIR3DX1"	1.99774936420592	18.3240007075057	5.71909725236073	1.29385400363779	1.13718496727881	1.5944667140539	2.55231951164461	1.00305544131244	1.07625249267445	1.1016607972396	13.0940988375333	1.40364917120833	2.66941611877635	1.66975071407639	4.77642102772042	1.83416990301703	2.86538904127777
"KIR3DL2"	0.104505969267861	127.595216003934	22.9730347008068	1.64713921789936	0.0208619484031962	0.54284661303295	2.50912115059111	0.335396879095948	25.8556085851455	0.223191235065037	80.9657854457755	0	3.12697490730139	1.11674601471878	0	0	6.98732931027304
"LRRC43"	0.161620728446492	7.11992190867996	0.567726467493304	0.10335887521415	0.114680939362368	0.566200629628685	0.304937713735777	0	0.119355839200269	0.231860460650832	2.12059522788663	0.00318616396021959	0.546774201835352	0.159924177271428	3.87491608935723	0.964152362340935	0
"KLRF1"	2.84241789898223	578.804368890531	79.0322730285758	3.00733412366885	0.259547539255143	6.99932491850013	15.6029858206549	21.9597148462118	27.2068792150348	0.963046927671529	330.52765720837	0.399568493011715	14.7870351048465	6.14713449416073	18.635844931939	7.22238765332439	7.21996373549591
"CTB-61M7.1"	0	3.02427671122969	0.105192897400909	0	0	0	0	0	0.455570352963267	0.379910018026572	0.842333359656119	0	0.0896889348122371	0	0	0	0
